,label,score
3426,으슥하지 않다,-2
3427,으슥하지 않게,-2
3428,으슥하지 않은,-2
3429,으슥하지 않고,-2
3430,으슥하지 않으며,-2
3431,으슥안한,-2
3432,어두컴컴하게,1
3433,어두컴컴한,1
3434,어두컴컴하다,2
3435,어두컴컴하고,2
3436,어두컴컴하며,2
3437,어두컴컴하지 않다,-2
3438,어두컴컴하지 않게,-2
3439,어두컴컴하지 않은,-2
3440,어두컴컴하지 않고,-2
3441,어두컴컴하지 않으며,-2
3442,어두컴컴안한,-2
3443,불과하게,1
3444,불과한,1
3445,불과하다,2
3446,불과하고,2
3447,불과하며,2
3448,불과하지 않다,-2
3449,불과하지 않게,-2
3450,불과하지 않은,-2
3451,불과하지 않고,-2
3452,불과하지 않으며,-2
3453,불과안한,-2
3454,정숙하게,1
3455,정숙한,1
3456,정숙하다,2
3457,정숙하고,2
3458,정숙하며,2
3459,정숙하지 않다,-2
3460,정숙하지 않게,-2
3461,정숙하지 않은,-2
3462,정숙하지 않고,-2
3463,정숙하지 않으며,-2
3464,정숙안한,-2
3465,역력하게,1
3466,역력한,1
3467,역력하다,2
3468,역력하고,2
3469,역력하며,2
3470,역력하지 않다,-2
3471,역력하지 않게,-2
3472,역력하지 않은,-2
3473,역력하지 않고,-2
3474,역력하지 않으며,-2
3475,역력안한,-2
3476,추악하게,1
3477,추악한,1
3478,추악하다,2
3479,추악하고,2
3480,추악하며,2
3481,추악하지 않다,-2
3482,추악하지 않게,-2
3483,추악하지 않은,-2
3484,추악하지 않고,-2
3485,추악하지 않으며,-2
3486,추악안한,-2
3487,침침하게,1
3488,침침한,1
3489,침침하다,2
3490,침침하고,2
3491,침침하며,2
3492,침침하지 않다,-2
3493,침침하지 않게,-2
3494,침침하지 않은,-2
3495,침침하지 않고,-2
3496,침침하지 않으며,-2
3497,침침안한,-2
3498,풍족하게,1
3499,풍족한,1
3500,풍족하다,2
3501,풍족하고,2
3502,풍족하며,2
3503,풍족하지 않다,-2
3504,풍족하지 않게,-2
3505,풍족하지 않은,-2
3506,풍족하지 않고,-2
3507,풍족하지 않으며,-2
3508,풍족안한,-2
3509,시끌시끌하게,1
3510,시끌시끌한,1
3511,시끌시끌하다,2
3512,시끌시끌하고,2
3513,시끌시끌하며,2
3514,시끌시끌하지 않다,-2
3515,시끌시끌하지 않게,-2
3516,시끌시끌하지 않은,-2
3517,시끌시끌하지 않고,-2
3518,시끌시끌하지 않으며,-2
3519,시끌시끌안한,-2
3520,걸리적하게,1
3521,걸리적한,1
3522,걸리적하다,2
3523,걸리적하고,2
3524,걸리적하며,2
3525,걸리적하지 않다,-2
3526,걸리적하지 않게,-2
3527,걸리적하지 않은,-2
3528,걸리적하지 않고,-2
3529,걸리적하지 않으며,-2
3530,걸리적안한,-2
3531,온전하게,1
3532,온전한,1
3533,온전하다,2
3534,온전하고,2
3535,온전하며,2
3536,온전하지 않다,-2
3537,온전하지 않게,-2
3538,온전하지 않은,-2
3539,온전하지 않고,-2
3540,온전하지 않으며,-2
3541,온전안한,-2
3542,원만하게,1
3543,원만한,1
3544,원만하다,2
3545,원만하고,2
3546,원만하며,2
3547,원만하지 않다,-2
3548,원만하지 않게,-2
3549,원만하지 않은,-2
3550,원만하지 않고,-2
3551,원만하지 않으며,-2
3552,원만안한,-2
3553,급격하게,1
3554,급격한,1
3555,급격하다,2
3556,급격하고,2
3557,급격하며,2
3558,급격하지 않다,-2
3559,급격하지 않게,-2
3560,급격하지 않은,-2
3561,급격하지 않고,-2
3562,급격하지 않으며,-2
3563,급격안한,-2
3564,선명하게,1
3565,선명한,1
3566,선명하다,2
3567,선명하고,2
3568,선명하며,2
3569,선명하지 않다,-2
3570,선명하지 않게,-2
3571,선명하지 않은,-2
3572,선명하지 않고,-2
3573,선명하지 않으며,-2
3574,선명안한,-2
3575,끈끈하게,1
3576,끈끈한,1
3577,끈끈하다,2
3578,끈끈하고,2
3579,끈끈하며,2
3580,끈끈하지 않다,-2
3581,끈끈하지 않게,-2
3582,끈끈하지 않은,-2
3583,끈끈하지 않고,-2
3584,끈끈하지 않으며,-2
3585,끈끈안한,-2
3586,막막하게,1
3587,막막한,1
3588,막막하다,2
3589,막막하고,2
3590,막막하며,2
3591,막막하지 않다,-2
3592,막막하지 않게,-2
3593,막막하지 않은,-2
3594,막막하지 않고,-2
3595,막막하지 않으며,-2
3596,막막안한,-2
3597,소심하게,1
3598,소심한,1
3599,소심하다,2
3600,소심하고,2
3601,소심하며,2
3602,소심하지 않다,-2
3603,소심하지 않게,-2
3604,소심하지 않은,-2
3605,소심하지 않고,-2
3606,소심하지 않으며,-2
3607,소심안한,-2
3608,고단하게,1
3609,고단한,1
3610,고단하다,2
3611,고단하고,2
3612,고단하며,2
3613,고단하지 않다,-2
3614,고단하지 않게,-2
3615,고단하지 않은,-2
3616,고단하지 않고,-2
3617,고단하지 않으며,-2
3618,고단안한,-2
3619,자명하게,1
3620,자명한,1
3621,자명하다,2
3622,자명하고,2
3623,자명하며,2
3624,자명하지 않다,-2
3625,자명하지 않게,-2
3626,자명하지 않은,-2
3627,자명하지 않고,-2
3628,자명하지 않으며,-2
3629,자명안한,-2
3630,촉촉하게,1
3631,촉촉한,1
3632,촉촉하다,2
3633,촉촉하고,2
3634,촉촉하며,2
3635,촉촉하지 않다,-2
3636,촉촉하지 않게,-2
3637,촉촉하지 않은,-2
3638,촉촉하지 않고,-2
3639,촉촉하지 않으며,-2
3640,촉촉안한,-2
3641,음울하게,1
3642,음울한,1
3643,음울하다,2
3644,음울하고,2
3645,음울하며,2
3646,음울하지 않다,-2
3647,음울하지 않게,-2
3648,음울하지 않은,-2
3649,음울하지 않고,-2
3650,음울하지 않으며,-2
3651,음울안한,-2
3652,만만하게,1
3653,만만한,1
3654,만만하다,2
3655,만만하고,2
3656,만만하며,2
3657,만만하지 않다,-2
3658,만만하지 않게,-2
3659,만만하지 않은,-2
3660,만만하지 않고,-2
3661,만만하지 않으며,-2
3662,만만안한,-2
3663,만발하게,1
3664,만발한,1
3665,만발하다,2
3666,만발하고,2
3667,만발하며,2
3668,만발하지 않다,-2
3669,만발하지 않게,-2
3670,만발하지 않은,-2
3671,만발하지 않고,-2
3672,만발하지 않으며,-2
3673,만발안한,-2
3674,널널하게,1
3675,널널한,1
3676,널널하다,2
3677,널널하고,2
3678,널널하며,2
3679,널널하지 않다,-2
3680,널널하지 않게,-2
3681,널널하지 않은,-2
3682,널널하지 않고,-2
3683,널널하지 않으며,-2
3684,널널안한,-2
3685,경쾌하게,1
3686,경쾌한,1
3687,경쾌하다,2
3688,경쾌하고,2
3689,경쾌하며,2
3690,경쾌하지 않다,-2
3691,경쾌하지 않게,-2
3692,경쾌하지 않은,-2
3693,경쾌하지 않고,-2
3694,경쾌하지 않으며,-2
3695,경쾌안한,-2
3696,방대하게,1
3697,방대한,1
3698,방대하다,2
3699,방대하고,2
3700,방대하며,2
3701,방대하지 않다,-2
3702,방대하지 않게,-2
3703,방대하지 않은,-2
3704,방대하지 않고,-2
3705,방대하지 않으며,-2
3706,방대안한,-2
3707,위태하게,1
3708,위태한,1
3709,위태하다,2
3710,위태하고,2
3711,위태하며,2
3712,위태하지 않다,-2
3713,위태하지 않게,-2
3714,위태하지 않은,-2
3715,위태하지 않고,-2
3716,위태하지 않으며,-2
3717,위태안한,-2
3718,어지간하게,1
3719,어지간한,1
3720,어지간하다,2
3721,어지간하고,2
3722,어지간하며,2
3723,어지간하지 않다,-2
3724,어지간하지 않게,-2
3725,어지간하지 않은,-2
3726,어지간하지 않고,-2
3727,어지간하지 않으며,-2
3728,어지간안한,-2
3729,한산하게,1
3730,한산한,1
3731,한산하다,2
3732,한산하고,2
3733,한산하며,2
3734,한산하지 않다,-2
3735,한산하지 않게,-2
3736,한산하지 않은,-2
3737,한산하지 않고,-2
3738,한산하지 않으며,-2
3739,한산안한,-2
3740,적확하게,1
3741,적확한,1
3742,적확하다,2
3743,적확하고,2
3744,적확하며,2
3745,적확하지 않다,-2
3746,적확하지 않게,-2
3747,적확하지 않은,-2
3748,적확하지 않고,-2
3749,적확하지 않으며,-2
3750,적확안한,-2
3751,절실하게,1
3752,절실한,1
3753,절실하다,2
3754,절실하고,2
3755,절실하며,2
3756,절실하지 않다,-2
3757,절실하지 않게,-2
3758,절실하지 않은,-2
3759,절실하지 않고,-2
3760,절실하지 않으며,-2
3761,절실안한,-2
3762,무색하게,1
3763,무색한,1
3764,무색하다,2
3765,무색하고,2
3766,무색하며,2
3767,무색하지 않다,-2
3768,무색하지 않게,-2
3769,무색하지 않은,-2
3770,무색하지 않고,-2
3771,무색하지 않으며,-2
3772,무색안한,-2
3773,꾸준하게,1
3774,꾸준한,1
3775,꾸준하다,2
3776,꾸준하고,2
3777,꾸준하며,2
3778,꾸준하지 않다,-2
3779,꾸준하지 않게,-2
3780,꾸준하지 않은,-2
3781,꾸준하지 않고,-2
3782,꾸준하지 않으며,-2
3783,꾸준안한,-2
3784,뚱뚱하게,1
3785,뚱뚱한,1
3786,뚱뚱하다,2
3787,뚱뚱하고,2
3788,뚱뚱하며,2
3789,뚱뚱하지 않다,-2
3790,뚱뚱하지 않게,-2
3791,뚱뚱하지 않은,-2
3792,뚱뚱하지 않고,-2
3793,뚱뚱하지 않으며,-2
3794,뚱뚱안한,-2
3795,매끈하게,1
3796,매끈한,1
3797,매끈하다,2
3798,매끈하고,2
3799,매끈하며,2
3800,매끈하지 않다,-2
3801,매끈하지 않게,-2
3802,매끈하지 않은,-2
3803,매끈하지 않고,-2
3804,매끈하지 않으며,-2
3805,매끈안한,-2
3806,음침하게,1
3807,음침한,1
3808,음침하다,2
3809,음침하고,2
3810,음침하며,2
3811,음침하지 않다,-2
3812,음침하지 않게,-2
3813,음침하지 않은,-2
3814,음침하지 않고,-2
3815,음침하지 않으며,-2
3816,음침안한,-2
3817,은근하게,1
3818,은근한,1
3819,은근하다,2
3820,은근하고,2
3821,은근하며,2
3822,은근하지 않다,-2
3823,은근하지 않게,-2
3824,은근하지 않은,-2
3825,은근하지 않고,-2
3826,은근하지 않으며,-2
3827,은근안한,-2
3828,현저하게,1
3829,현저한,1
3830,현저하다,2
3831,현저하고,2
3832,현저하며,2
3833,현저하지 않다,-2
3834,현저하지 않게,-2
3835,현저하지 않은,-2
3836,현저하지 않고,-2
3837,현저하지 않으며,-2
3838,현저안한,-2
3839,무관하게,1
3840,무관한,1
3841,무관하다,2
3842,무관하고,2
3843,무관하며,2
3844,무관하지 않다,-2
3845,무관하지 않게,-2
3846,무관하지 않은,-2
3847,무관하지 않고,-2
3848,무관하지 않으며,-2
3849,무관안한,-2
3850,시급하게,1
3851,시급한,1
3852,시급하다,2
3853,시급하고,2
3854,시급하며,2
3855,시급하지 않다,-2
3856,시급하지 않게,-2
3857,시급하지 않은,-2
3858,시급하지 않고,-2
3859,시급하지 않으며,-2
3860,시급안한,-2
3861,진진하게,1
3862,진진한,1
3863,진진하다,2
3864,진진하고,2
3865,진진하며,2
3866,진진하지 않다,-2
3867,진진하지 않게,-2
3868,진진하지 않은,-2
3869,진진하지 않고,-2
3870,진진하지 않으며,-2
3871,진진안한,-2
3872,난잡하게,1
3873,난잡한,1
3874,난잡하다,2
3875,난잡하고,2
3876,난잡하며,2
3877,난잡하지 않다,-2
3878,난잡하지 않게,-2
3879,난잡하지 않은,-2
3880,난잡하지 않고,-2
3881,난잡하지 않으며,-2
3882,난잡안한,-2
3883,두근하게,1
3884,두근한,1
3885,두근하다,2
3886,두근하고,2
3887,두근하며,2
3888,두근하지 않다,-2
3889,두근하지 않게,-2
3890,두근하지 않은,-2
3891,두근하지 않고,-2
3892,두근하지 않으며,-2
3893,두근안한,-2
3894,뻐근하게,1
3895,뻐근한,1
3896,뻐근하다,2
3897,뻐근하고,2
3898,뻐근하며,2
3899,뻐근하지 않다,-2
3900,뻐근하지 않게,-2
3901,뻐근하지 않은,-2
3902,뻐근하지 않고,-2
3903,뻐근하지 않으며,-2
3904,뻐근안한,-2
3905,가열하게,1
3906,가열한,1
3907,가열하다,2
3908,가열하고,2
3909,가열하며,2
3910,가열하지 않다,-2
3911,가열하지 않게,-2
3912,가열하지 않은,-2
3913,가열하지 않고,-2
3914,가열하지 않으며,-2
3915,가열안한,-2
3916,냉정하게,1
3917,냉정한,1
3918,냉정하다,2
3919,냉정하고,2
3920,냉정하며,2
3921,냉정하지 않다,-2
3922,냉정하지 않게,-2
3923,냉정하지 않은,-2
3924,냉정하지 않고,-2
3925,냉정하지 않으며,-2
3926,냉정안한,-2
3927,애틋하게,1
3928,애틋한,1
3929,애틋하다,2
3930,애틋하고,2
3931,애틋하며,2
3932,애틋하지 않다,-2
3933,애틋하지 않게,-2
3934,애틋하지 않은,-2
3935,애틋하지 않고,-2
3936,애틋하지 않으며,-2
3937,애틋안한,-2
3938,흐뭇하게,1
3939,흐뭇한,1
3940,흐뭇하다,2
3941,흐뭇하고,2
3942,흐뭇하며,2
3943,흐뭇하지 않다,-2
3944,흐뭇하지 않게,-2
3945,흐뭇하지 않은,-2
3946,흐뭇하지 않고,-2
3947,흐뭇하지 않으며,-2
3948,흐뭇안한,-2
3949,자그마하게,1
3950,자그마한,1
3951,자그마하다,2
3952,자그마하고,2
3953,자그마하며,2
3954,자그마하지 않다,-2
3955,자그마하지 않게,-2
3956,자그마하지 않은,-2
3957,자그마하지 않고,-2
3958,자그마하지 않으며,-2
3959,자그마안한,-2
3960,용하게,1
3961,용한,1
3962,용하다,2
3963,용하고,2
3964,용하며,2
3965,용하지 않다,-2
3966,용하지 않게,-2
3967,용하지 않은,-2
3968,용하지 않고,-2
3969,용하지 않으며,-2
3970,용안한,-2
3971,뻑뻑하게,1
3972,뻑뻑한,1
3973,뻑뻑하다,2
3974,뻑뻑하고,2
3975,뻑뻑하며,2
3976,뻑뻑하지 않다,-2
3977,뻑뻑하지 않게,-2
3978,뻑뻑하지 않은,-2
3979,뻑뻑하지 않고,-2
3980,뻑뻑하지 않으며,-2
3981,뻑뻑안한,-2
3982,나른하게,1
3983,나른한,1
3984,나른하다,2
3985,나른하고,2
3986,나른하며,2
3987,나른하지 않다,-2
3988,나른하지 않게,-2
3989,나른하지 않은,-2
3990,나른하지 않고,-2
3991,나른하지 않으며,-2
3992,나른안한,-2
3993,우울하게,1
3994,우울한,1
3995,우울하다,2
3996,우울하고,2
3997,우울하며,2
3998,우울하지 않다,-2
3999,우울하지 않게,-2
4000,우울하지 않은,-2
4001,우울하지 않고,-2
4002,우울하지 않으며,-2
4003,우울안한,-2
4004,호젓하게,1
4005,호젓한,1
4006,호젓하다,2
4007,호젓하고,2
4008,호젓하며,2
4009,호젓하지 않다,-2
4010,호젓하지 않게,-2
4011,호젓하지 않은,-2
4012,호젓하지 않고,-2
4013,호젓하지 않으며,-2
4014,호젓안한,-2
4015,진기하게,1
4016,진기한,1
4017,진기하다,2
4018,진기하고,2
4019,진기하며,2
4020,진기하지 않다,-2
4021,진기하지 않게,-2
4022,진기하지 않은,-2
4023,진기하지 않고,-2
4024,진기하지 않으며,-2
4025,진기안한,-2
4026,완고하게,1
4027,완고한,1
4028,완고하다,2
4029,완고하고,2
4030,완고하며,2
4031,완고하지 않다,-2
4032,완고하지 않게,-2
4033,완고하지 않은,-2
4034,완고하지 않고,-2
4035,완고하지 않으며,-2
4036,완고안한,-2
4037,자질구레하게,1
4038,자질구레한,1
4039,자질구레하다,2
4040,자질구레하고,2
4041,자질구레하며,2
4042,자질구레하지 않다,-2
4043,자질구레하지 않게,-2
4044,자질구레하지 않은,-2
4045,자질구레하지 않고,-2
4046,자질구레하지 않으며,-2
4047,자질구레안한,-2
4048,알뜰하게,1
4049,알뜰한,1
4050,알뜰하다,2
4051,알뜰하고,2
4052,알뜰하며,2
4053,알뜰하지 않다,-2
4054,알뜰하지 않게,-2
4055,알뜰하지 않은,-2
4056,알뜰하지 않고,-2
4057,알뜰하지 않으며,-2
4058,알뜰안한,-2
4059,서글서글하게,1
4060,서글서글한,1
4061,서글서글하다,2
4062,서글서글하고,2
4063,서글서글하며,2
4064,서글서글하지 않다,-2
4065,서글서글하지 않게,-2
4066,서글서글하지 않은,-2
4067,서글서글하지 않고,-2
4068,서글서글하지 않으며,-2
4069,서글서글안한,-2
4070,무던하게,1
4071,무던한,1
4072,무던하다,2
4073,무던하고,2
4074,무던하며,2
4075,무던하지 않다,-2
4076,무던하지 않게,-2
4077,무던하지 않은,-2
4078,무던하지 않고,-2
4079,무던하지 않으며,-2
4080,무던안한,-2
4081,초췌하게,1
4082,초췌한,1
4083,초췌하다,2
4084,초췌하고,2
4085,초췌하며,2
4086,초췌하지 않다,-2
4087,초췌하지 않게,-2
4088,초췌하지 않은,-2
4089,초췌하지 않고,-2
4090,초췌하지 않으며,-2
4091,초췌안한,-2
4092,낭랑하게,1
4093,낭랑한,1
4094,낭랑하다,2
4095,낭랑하고,2
4096,낭랑하며,2
4097,낭랑하지 않다,-2
4098,낭랑하지 않게,-2
4099,낭랑하지 않은,-2
4100,낭랑하지 않고,-2
4101,낭랑하지 않으며,-2
4102,낭랑안한,-2
4103,푸근하게,1
4104,푸근한,1
4105,푸근하다,2
4106,푸근하고,2
4107,푸근하며,2
4108,푸근하지 않다,-2
4109,푸근하지 않게,-2
4110,푸근하지 않은,-2
4111,푸근하지 않고,-2
4112,푸근하지 않으며,-2
4113,푸근안한,-2
4114,을씨년하게,1
4115,을씨년한,1
4116,을씨년하다,2
4117,을씨년하고,2
4118,을씨년하며,2
4119,을씨년하지 않다,-2
4120,을씨년하지 않게,-2
4121,을씨년하지 않은,-2
4122,을씨년하지 않고,-2
4123,을씨년하지 않으며,-2
4124,을씨년안한,-2
4125,뻘쭘하게,1
4126,뻘쭘한,1
4127,뻘쭘하다,2
4128,뻘쭘하고,2
4129,뻘쭘하며,2
4130,뻘쭘하지 않다,-2
4131,뻘쭘하지 않게,-2
4132,뻘쭘하지 않은,-2
4133,뻘쭘하지 않고,-2
4134,뻘쭘하지 않으며,-2
4135,뻘쭘안한,-2
4136,신령하게,1
4137,신령한,1
4138,신령하다,2
4139,신령하고,2
4140,신령하며,2
4141,신령하지 않다,-2
4142,신령하지 않게,-2
4143,신령하지 않은,-2
4144,신령하지 않고,-2
4145,신령하지 않으며,-2
4146,신령안한,-2
4147,거뜬하게,1
4148,거뜬한,1
4149,거뜬하다,2
4150,거뜬하고,2
4151,거뜬하며,2
4152,거뜬하지 않다,-2
4153,거뜬하지 않게,-2
4154,거뜬하지 않은,-2
4155,거뜬하지 않고,-2
4156,거뜬하지 않으며,-2
4157,거뜬안한,-2
4158,조촐하게,1
4159,조촐한,1
4160,조촐하다,2
4161,조촐하고,2
4162,조촐하며,2
4163,조촐하지 않다,-2
4164,조촐하지 않게,-2
4165,조촐하지 않은,-2
4166,조촐하지 않고,-2
4167,조촐하지 않으며,-2
4168,조촐안한,-2
4169,조속하게,1
4170,조속한,1
4171,조속하다,2
4172,조속하고,2
4173,조속하며,2
4174,조속하지 않다,-2
4175,조속하지 않게,-2
4176,조속하지 않은,-2
4177,조속하지 않고,-2
4178,조속하지 않으며,-2
4179,조속안한,-2
4180,대담하게,1
4181,대담한,1
4182,대담하다,2
4183,대담하고,2
4184,대담하며,2
4185,대담하지 않다,-2
4186,대담하지 않게,-2
4187,대담하지 않은,-2
4188,대담하지 않고,-2
4189,대담하지 않으며,-2
4190,대담안한,-2
4191,엔간하게,1
4192,엔간한,1
4193,엔간하다,2
4194,엔간하고,2
4195,엔간하며,2
4196,엔간하지 않다,-2
4197,엔간하지 않게,-2
4198,엔간하지 않은,-2
4199,엔간하지 않고,-2
4200,엔간하지 않으며,-2
4201,엔간안한,-2
4202,멸하게,1
4203,멸한,1
4204,멸하다,2
4205,멸하고,2
4206,멸하며,2
4207,멸하지 않다,-2
4208,멸하지 않게,-2
4209,멸하지 않은,-2
4210,멸하지 않고,-2
4211,멸하지 않으며,-2
4212,멸안한,-2
4213,진부하게,1
4214,진부한,1
4215,진부하다,2
4216,진부하고,2
4217,진부하며,2
4218,진부하지 않다,-2
4219,진부하지 않게,-2
4220,진부하지 않은,-2
4221,진부하지 않고,-2
4222,진부하지 않으며,-2
4223,진부안한,-2
4224,허전하게,1
4225,허전한,1
4226,허전하다,2
4227,허전하고,2
4228,허전하며,2
4229,허전하지 않다,-2
4230,허전하지 않게,-2
4231,허전하지 않은,-2
4232,허전하지 않고,-2
4233,허전하지 않으며,-2
4234,허전안한,-2
4235,느끼하게,1
4236,느끼한,1
4237,느끼하다,2
4238,느끼하고,2
4239,느끼하며,2
4240,느끼하지 않다,-2
4241,느끼하지 않게,-2
4242,느끼하지 않은,-2
4243,느끼하지 않고,-2
4244,느끼하지 않으며,-2
4245,느끼안한,-2
4246,매콤하게,1
4247,매콤한,1
4248,매콤하다,2
4249,매콤하고,2
4250,매콤하며,2
4251,매콤하지 않다,-2
4252,매콤하지 않게,-2
4253,매콤하지 않은,-2
4254,매콤하지 않고,-2
4255,매콤하지 않으며,-2
4256,매콤안한,-2
4257,거무스름하게,1
4258,거무스름한,1
4259,거무스름하다,2
4260,거무스름하고,2
4261,거무스름하며,2
4262,거무스름하지 않다,-2
4263,거무스름하지 않게,-2
4264,거무스름하지 않은,-2
4265,거무스름하지 않고,-2
4266,거무스름하지 않으며,-2
4267,거무스름안한,-2
4268,서운하게,1
4269,서운한,1
4270,서운하다,2
4271,서운하고,2
4272,서운하며,2
4273,서운하지 않다,-2
4274,서운하지 않게,-2
4275,서운하지 않은,-2
4276,서운하지 않고,-2
4277,서운하지 않으며,-2
4278,서운안한,-2
4279,흐릿하게,1
4280,흐릿한,1
4281,흐릿하다,2
4282,흐릿하고,2
4283,흐릿하며,2
4284,흐릿하지 않다,-2
4285,흐릿하지 않게,-2
4286,흐릿하지 않은,-2
4287,흐릿하지 않고,-2
4288,흐릿하지 않으며,-2
4289,흐릿안한,-2
4290,씩씩하게,1
4291,씩씩한,1
4292,씩씩하다,2
4293,씩씩하고,2
4294,씩씩하며,2
4295,씩씩하지 않다,-2
4296,씩씩하지 않게,-2
4297,씩씩하지 않은,-2
4298,씩씩하지 않고,-2
4299,씩씩하지 않으며,-2
4300,씩씩안한,-2
4301,황당하게,1
4302,황당한,1
4303,황당하다,2
4304,황당하고,2
4305,황당하며,2
4306,황당하지 않다,-2
4307,황당하지 않게,-2
4308,황당하지 않은,-2
4309,황당하지 않고,-2
4310,황당하지 않으며,-2
4311,황당안한,-2
4312,씁쓸하게,1
4313,씁쓸한,1
4314,씁쓸하다,2
4315,씁쓸하고,2
4316,씁쓸하며,2
4317,씁쓸하지 않다,-2
4318,씁쓸하지 않게,-2
4319,씁쓸하지 않은,-2
4320,씁쓸하지 않고,-2
4321,씁쓸하지 않으며,-2
4322,씁쓸안한,-2
4323,막론하게,1
4324,막론한,1
4325,막론하다,2
4326,막론하고,2
4327,막론하며,2
4328,막론하지 않다,-2
4329,막론하지 않게,-2
4330,막론하지 않은,-2
4331,막론하지 않고,-2
4332,막론하지 않으며,-2
4333,막론안한,-2
4334,무모하게,1
4335,무모한,1
4336,무모하다,2
4337,무모하고,2
4338,무모하며,2
4339,무모하지 않다,-2
4340,무모하지 않게,-2
4341,무모하지 않은,-2
4342,무모하지 않고,-2
4343,무모하지 않으며,-2
4344,무모안한,-2
4345,꼼지락하게,1
4346,꼼지락한,1
4347,꼼지락하다,2
4348,꼼지락하고,2
4349,꼼지락하며,2
4350,꼼지락하지 않다,-2
4351,꼼지락하지 않게,-2
4352,꼼지락하지 않은,-2
4353,꼼지락하지 않고,-2
4354,꼼지락하지 않으며,-2
4355,꼼지락안한,-2
4356,가혹하게,1
4357,가혹한,1
4358,가혹하다,2
4359,가혹하고,2
4360,가혹하며,2
4361,가혹하지 않다,-2
4362,가혹하지 않게,-2
4363,가혹하지 않은,-2
4364,가혹하지 않고,-2
4365,가혹하지 않으며,-2
4366,가혹안한,-2
4367,늠름하게,1
4368,늠름한,1
4369,늠름하다,2
4370,늠름하고,2
4371,늠름하며,2
4372,늠름하지 않다,-2
4373,늠름하지 않게,-2
4374,늠름하지 않은,-2
4375,늠름하지 않고,-2
4376,늠름하지 않으며,-2
4377,늠름안한,-2
4378,중대하게,1
4379,중대한,1
4380,중대하다,2
4381,중대하고,2
4382,중대하며,2
4383,중대하지 않다,-2
4384,중대하지 않게,-2
4385,중대하지 않은,-2
4386,중대하지 않고,-2
4387,중대하지 않으며,-2
4388,중대안한,-2
4389,은밀하게,1
4390,은밀한,1
4391,은밀하다,2
4392,은밀하고,2
4393,은밀하며,2
4394,은밀하지 않다,-2
4395,은밀하지 않게,-2
4396,은밀하지 않은,-2
4397,은밀하지 않고,-2
4398,은밀하지 않으며,-2
4399,은밀안한,-2
4400,면밀하게,1
4401,면밀한,1
4402,면밀하다,2
4403,면밀하고,2
4404,면밀하며,2
4405,면밀하지 않다,-2
4406,면밀하지 않게,-2
4407,면밀하지 않은,-2
4408,면밀하지 않고,-2
4409,면밀하지 않으며,-2
4410,면밀안한,-2
4411,무료하게,1
4412,무료한,1
4413,무료하다,2
4414,무료하고,2
4415,무료하며,2
4416,무료하지 않다,-2
4417,무료하지 않게,-2
4418,무료하지 않은,-2
4419,무료하지 않고,-2
4420,무료하지 않으며,-2
4421,무료안한,-2
4422,개운하게,1
4423,개운한,1
4424,개운하다,2
4425,개운하고,2
4426,개운하며,2
4427,개운하지 않다,-2
4428,개운하지 않게,-2
4429,개운하지 않은,-2
4430,개운하지 않고,-2
4431,개운하지 않으며,-2
4432,개운안한,-2
4433,인자하게,1
4434,인자한,1
4435,인자하다,2
4436,인자하고,2
4437,인자하며,2
4438,인자하지 않다,-2
4439,인자하지 않게,-2
4440,인자하지 않은,-2
4441,인자하지 않고,-2
4442,인자하지 않으며,-2
4443,인자안한,-2
4444,긴가민가하게,1
4445,긴가민가한,1
4446,긴가민가하다,2
4447,긴가민가하고,2
4448,긴가민가하며,2
4449,긴가민가하지 않다,-2
4450,긴가민가하지 않게,-2
4451,긴가민가하지 않은,-2
4452,긴가민가하지 않고,-2
4453,긴가민가하지 않으며,-2
4454,긴가민가안한,-2
4455,유수하게,1
4456,유수한,1
4457,유수하다,2
4458,유수하고,2
4459,유수하며,2
4460,유수하지 않다,-2
4461,유수하지 않게,-2
4462,유수하지 않은,-2
4463,유수하지 않고,-2
4464,유수하지 않으며,-2
4465,유수안한,-2
4466,과감하게,1
4467,과감한,1
4468,과감하다,2
4469,과감하고,2
4470,과감하며,2
4471,과감하지 않다,-2
4472,과감하지 않게,-2
4473,과감하지 않은,-2
4474,과감하지 않고,-2
4475,과감하지 않으며,-2
4476,과감안한,-2
4477,흥건하게,1
4478,흥건한,1
4479,흥건하다,2
4480,흥건하고,2
4481,흥건하며,2
4482,흥건하지 않다,-2
4483,흥건하지 않게,-2
4484,흥건하지 않은,-2
4485,흥건하지 않고,-2
4486,흥건하지 않으며,-2
4487,흥건안한,-2
4488,미미하게,1
4489,미미한,1
4490,미미하다,2
4491,미미하고,2
4492,미미하며,2
4493,미미하지 않다,-2
4494,미미하지 않게,-2
4495,미미하지 않은,-2
4496,미미하지 않고,-2
4497,미미하지 않으며,-2
4498,미미안한,-2
4499,과분하게,1
4500,과분한,1
4501,과분하다,2
4502,과분하고,2
4503,과분하며,2
4504,과분하지 않다,-2
4505,과분하지 않게,-2
4506,과분하지 않은,-2
4507,과분하지 않고,-2
4508,과분하지 않으며,-2
4509,과분안한,-2
4510,갑갑하게,1
4511,갑갑한,1
4512,갑갑하다,2
4513,갑갑하고,2
4514,갑갑하며,2
4515,갑갑하지 않다,-2
4516,갑갑하지 않게,-2
4517,갑갑하지 않은,-2
4518,갑갑하지 않고,-2
4519,갑갑하지 않으며,-2
4520,갑갑안한,-2
4521,유리하게,1
4522,유리한,1
